data,db_index,unique,trial_num,ascending_time,descending_time,condition_time
desc,-1,True,41,0.41773557662963867,0.4366927146911621,0.10436749458312988
asc,-1,False,41,0.41907739639282227,0.4344654083251953,0.10417485237121582
no_index,no_index,no_index,49,0.4204103946685791,0.18073058128356934,0.3391835689544678
asc,1,True,42,0.45318055152893066,0.19278979301452637,0.34787845611572266
desc,1,True,42,0.19841241836547852,0.42278528213500977,0.10605669021606445
desc,1,False,42,0.4085550308227539,0.41466522216796875,0.1015634536743164
asc,-1,True,42,0.4055783748626709,0.4194755554199219,0.10134387016296387
asc,1,False,42,0.4143798351287842,0.41295528411865234,0.10081958770751953
desc,-1,False,42,0.41591739654541016,0.4203770160675049,0.10054588317871094
desc,-1,True,42,0.4243948459625244,0.42884016036987305,0.10192680358886719
asc,-1,False,42,0.42628002166748047,0.436492919921875,0.10188579559326172
no_index,no_index,no_index,49,0.4267106056213379,0.18658185005187988,0.3379993438720703
asc,1,True,43,0.44367146492004395,0.193314790725708,0.3519556522369385
desc,1,True,43,0.19576430320739746,0.42940258979797363,0.10580945014953613
desc,1,False,43,0.3980584144592285,0.40807461738586426,0.09985947608947754
asc,-1,True,43,0.40357089042663574,0.4232041835784912,0.10928106307983398
asc,1,False,43,0.3974640369415283,0.41116809844970703,0.09968757629394531
desc,-1,False,43,0.41615939140319824,0.4238898754119873,0.09776425361633301
desc,-1,True,43,0.4271836280822754,0.4313349723815918,0.10279154777526855
asc,-1,False,43,0.4224092960357666,0.4378364086151123,0.09929132461547852
no_index,no_index,no_index,49,0.4262571334838867,0.17809319496154785,0.3327751159667969
asc,1,True,44,0.44477367401123047,0.19278550148010254,0.36145949363708496
desc,1,True,44,0.19975948333740234,0.4297640323638916,0.10594940185546875
desc,1,False,44,0.3960425853729248,0.4184834957122803,0.10039782524108887
asc,-1,True,44,0.40595197677612305,0.42377471923828125,0.10143899917602539
asc,1,False,44,0.40453314781188965,0.41182732582092285,0.0995171070098877
desc,-1,False,44,0.40955281257629395,0.43260931968688965,0.1002962589263916
desc,-1,True,44,0.4144465923309326,0.4283864498138428,0.10228848457336426
asc,-1,False,44,0.42153191566467285,0.4328148365020752,0.10634899139404297
no_index,no_index,no_index,49,0.4211544990539551,0.1802229881286621,0.3366873264312744
asc,1,True,45,0.44260096549987793,0.19126486778259277,0.35370850563049316
desc,1,True,45,0.19919133186340332,0.41452550888061523,0.10876703262329102
desc,1,False,45,0.4040858745574951,0.4105963706970215,0.10408163070678711
asc,-1,True,45,0.40894341468811035,0.4247570037841797,0.10429668426513672
asc,1,False,45,0.4022996425628662,0.41881299018859863,0.10049176216125488
desc,-1,False,45,0.4181253910064697,0.42688870429992676,0.1032860279083252
desc,-1,True,45,0.421722412109375,0.43079257011413574,0.10122418403625488
asc,-1,False,45,0.42653465270996094,0.4407467842102051,0.1040036678314209
no_index,no_index,no_index,49,0.4315478801727295,0.18204498291015625,0.3367123603820801
asc,1,True,46,0.4500410556793213,0.19817876815795898,0.356536865234375
desc,1,True,46,0.2009429931640625,0.42154502868652344,0.10686779022216797
desc,1,False,46,0.4075918197631836,0.4169180393218994,0.1054389476776123
asc,-1,True,46,0.40541720390319824,0.42235565185546875,0.10258793830871582
asc,1,False,46,0.4059147834777832,0.4186360836029053,0.10043597221374512
desc,-1,False,46,0.4252021312713623,0.4239208698272705,0.10121870040893555
desc,-1,True,46,0.4278266429901123,0.43322157859802246,0.10237240791320801
asc,-1,False,46,0.4329409599304199,0.43414306640625,0.0999758243560791
no_index,no_index,no_index,49,0.4250490665435791,0.18039631843566895,0.3346686363220215
asc,1,True,47,0.4618499279022217,0.19249844551086426,0.3574788570404053
desc,1,True,47,0.19853425025939941,0.42524242401123047,0.10729432106018066
desc,1,False,47,0.40155458450317383,0.4312314987182617,0.10191988945007324
asc,-1,True,47,0.4035203456878662,0.42117929458618164,0.10393047332763672
asc,1,False,47,0.41167449951171875,0.4223453998565674,0.10146045684814453
desc,-1,False,47,0.4124472141265869,0.42667365074157715,0.10398173332214355
desc,-1,True,47,0.41976237297058105,0.44124650955200195,0.10675811767578125
asc,-1,False,47,0.42517828941345215,0.4346303939819336,0.1033477783203125
no_index,no_index,no_index,49,0.4320242404937744,0.18041443824768066,0.34767770767211914
asc,1,True,48,0.44961047172546387,0.19310593605041504,0.3489499092102051
desc,1,True,48,0.1954057216644287,0.4212474822998047,0.10767340660095215
desc,1,False,48,0.4156789779663086,0.41712474822998047,0.10404133796691895
asc,-1,True,48,0.40822863578796387,0.4218127727508545,0.10371041297912598
asc,1,False,48,0.4110376834869385,0.419567346572876,0.1012117862701416
desc,-1,False,48,0.42087435722351074,0.42365241050720215,0.09895706176757812
desc,-1,True,48,0.41805338859558105,0.4414947032928467,0.10289120674133301
asc,-1,False,48,0.42864179611206055,0.4412510395050049,0.10175776481628418
no_index,no_index,no_index,49,0.4251742362976074,0.18866539001464844,0.3394606113433838
asc,1,True,49,0.447033166885376,0.19264745712280273,0.36120057106018066
desc,1,True,49,0.19700336456298828,0.42992234230041504,0.1121511459350586
desc,1,False,49,0.4061110019683838,0.40878915786743164,0.10241460800170898
asc,-1,True,49,0.40504956245422363,0.425020694732666,0.10641121864318848
asc,1,False,49,0.41505908966064453,0.41650986671447754,0.10167431831359863
desc,-1,False,49,0.41932106018066406,0.4225192070007324,0.10101127624511719
desc,-1,True,49,0.43719959259033203,0.4337880611419678,0.10350799560546875
asc,-1,False,49,0.42534399032592773,0.43758535385131836,0.1029362678527832
no_index,no_index,no_index,49,0.43010687828063965,0.18051362037658691,0.33839893341064453
