data,db_index,unique,trial_num,time
desc,1,True,7,0.2005777359008789
desc,1,True,8,0.19642043113708496
desc,1,True,9,0.20071816444396973
desc,1,True,10,0.19939398765563965
desc,1,True,11,0.19772982597351074
desc,1,True,12,0.19919633865356445
desc,1,True,13,0.19912123680114746
desc,1,True,14,0.2007451057434082
desc,1,True,15,0.20061564445495605
desc,1,True,16,0.19936060905456543
desc,1,True,17,0.20161223411560059
desc,1,True,18,0.1988356113433838
desc,1,True,19,0.19925546646118164
desc,1,True,20,0.19812297821044922
desc,1,True,21,0.2055492401123047
desc,1,True,22,0.19882965087890625
desc,1,True,23,0.19965720176696777
desc,1,True,24,0.19883513450622559
desc,1,True,25,0.19901037216186523
desc,1,True,26,0.1976172924041748
desc,1,True,27,0.19811582565307617
desc,1,True,28,0.20276713371276855
desc,1,True,29,0.20123052597045898
desc,1,True,30,0.19889497756958008
desc,1,True,31,0.21033930778503418
desc,1,True,32,0.19843363761901855
desc,1,True,33,0.19794368743896484
desc,1,True,34,0.20076727867126465
desc,1,True,35,0.19687819480895996
desc,1,True,36,0.20359301567077637
desc,1,True,37,0.2007122039794922
desc,1,True,38,0.19944977760314941
desc,1,True,39,0.1972672939300537
desc,1,True,40,0.20076322555541992
desc,1,True,41,0.19867634773254395
desc,1,True,42,0.1992511749267578
desc,1,True,43,0.1968076229095459
desc,1,True,44,0.200575590133667
desc,1,True,45,0.2014331817626953
desc,1,True,46,0.19667530059814453
desc,1,True,47,0.20089387893676758
desc,1,True,48,0.19802308082580566
desc,1,True,49,0.1959831714630127
desc,1,False,0,0.1620781421661377
desc,1,False,1,0.15573835372924805
desc,1,False,2,0.15925025939941406
desc,1,False,3,0.16225218772888184
desc,1,False,4,0.15788698196411133
desc,1,False,5,0.15953874588012695
desc,1,False,6,0.155106782913208
desc,1,False,7,0.16198134422302246
desc,1,False,8,0.1576707363128662
desc,1,False,9,0.1590862274169922
desc,1,False,10,0.16138601303100586
desc,1,False,11,0.15935111045837402
desc,1,False,12,0.15631532669067383
desc,1,False,13,0.1567831039428711
desc,1,False,14,0.15742015838623047
desc,1,False,15,0.15581846237182617
desc,1,False,16,0.15561842918395996
desc,1,False,17,0.15655779838562012
desc,1,False,18,0.15738201141357422
desc,1,False,19,0.16072297096252441
desc,1,False,20,0.162306547164917
desc,1,False,21,0.1559460163116455
desc,1,False,22,0.16157054901123047
desc,1,False,23,0.1560673713684082
desc,1,False,24,0.15708160400390625
desc,1,False,25,0.1646721363067627
desc,1,False,26,0.15364909172058105
desc,1,False,27,0.1565718650817871
desc,1,False,28,0.15865516662597656
desc,1,False,29,0.16129231452941895
desc,1,False,30,0.15562868118286133
desc,1,False,31,0.1585683822631836
desc,1,False,32,0.16016650199890137
desc,1,False,33,0.15475034713745117
desc,1,False,34,0.15154099464416504
desc,1,False,35,0.15543341636657715
desc,1,False,36,0.15577936172485352
desc,1,False,37,0.16244149208068848
desc,1,False,38,0.1592390537261963
desc,1,False,39,0.15677666664123535
desc,1,False,40,0.1570577621459961
desc,1,False,41,0.16097426414489746
desc,1,False,42,0.15854501724243164
desc,1,False,43,0.1555953025817871
desc,1,False,44,0.2621645927429199
desc,1,False,45,0.26827263832092285
desc,1,False,46,0.16388988494873047
desc,1,False,47,0.15773653984069824
desc,1,False,48,0.15952539443969727
desc,1,False,49,0.1561567783355713
desc,-1,True,0,0.2065744400024414
desc,-1,True,1,0.20292949676513672
desc,-1,True,2,0.20431017875671387
desc,-1,True,3,0.21138477325439453
desc,-1,True,4,0.20421218872070312
desc,-1,True,5,0.20929384231567383
desc,-1,True,6,0.20573782920837402
desc,-1,True,7,0.20529603958129883
desc,-1,True,8,0.20654892921447754
desc,-1,True,9,0.20476317405700684
desc,-1,True,10,0.2084975242614746
desc,-1,True,11,0.20437192916870117
desc,-1,True,12,0.20321249961853027
desc,-1,True,13,0.20746207237243652
desc,-1,True,14,0.20469069480895996
desc,-1,True,15,0.2042250633239746
desc,-1,True,16,0.20602631568908691
desc,-1,True,17,0.20537424087524414
desc,-1,True,18,0.21170282363891602
desc,-1,True,19,0.2041165828704834
desc,-1,True,20,0.20578289031982422
desc,-1,True,21,0.20916080474853516
desc,-1,True,22,0.2050774097442627
desc,-1,True,23,0.20637941360473633
desc,-1,True,24,0.2080397605895996
desc,-1,True,25,0.2090299129486084
desc,-1,True,26,0.20273756980895996
desc,-1,True,27,0.20582985877990723
desc,-1,True,28,0.20608830451965332
desc,-1,True,29,0.20596671104431152
desc,-1,True,30,0.20586752891540527
desc,-1,True,31,0.20603275299072266
desc,-1,True,32,0.20637965202331543
desc,-1,True,33,0.21051502227783203
desc,-1,True,34,0.20899677276611328
desc,-1,True,35,0.2070789337158203
desc,-1,True,36,0.20629167556762695
desc,-1,True,37,0.20728397369384766
desc,-1,True,38,0.20253229141235352
desc,-1,True,39,0.20802640914916992
desc,-1,True,40,0.21303105354309082
desc,-1,True,41,0.20787787437438965
desc,-1,True,42,0.20571160316467285
desc,-1,True,43,0.2062206268310547
desc,-1,True,44,0.20704030990600586
desc,-1,True,45,0.20409440994262695
desc,-1,True,46,0.20837640762329102
desc,-1,True,47,0.20871233940124512
desc,-1,True,48,0.20790338516235352
desc,-1,True,49,0.206681489944458
desc,-1,False,0,0.15937566757202148
desc,-1,False,1,0.1577281951904297
desc,-1,False,2,0.1588749885559082
desc,-1,False,3,0.15563249588012695
desc,-1,False,4,0.1539320945739746
desc,-1,False,5,0.15865302085876465
desc,-1,False,6,0.16229510307312012
desc,-1,False,7,0.15934395790100098
desc,-1,False,8,0.1575462818145752
desc,-1,False,9,0.15861248970031738
desc,-1,False,10,0.158538818359375
desc,-1,False,11,0.1578817367553711
desc,-1,False,12,0.15848112106323242
desc,-1,False,13,0.15582990646362305
desc,-1,False,14,0.16161417961120605
desc,-1,False,15,0.15790581703186035
desc,-1,False,16,0.1560838222503662
desc,-1,False,17,0.1588284969329834
desc,-1,False,18,0.1616513729095459
desc,-1,False,19,0.15642833709716797
desc,-1,False,20,0.15582680702209473
desc,-1,False,21,0.15860939025878906
desc,-1,False,22,0.1580498218536377
desc,-1,False,23,0.16474294662475586
desc,-1,False,24,0.15678000450134277
desc,-1,False,25,0.15614867210388184
desc,-1,False,26,0.15574097633361816
desc,-1,False,27,0.15723848342895508
desc,-1,False,28,0.15952801704406738
desc,-1,False,29,0.15781664848327637
desc,-1,False,30,0.1580204963684082
desc,-1,False,31,0.15868711471557617
desc,-1,False,32,0.16182947158813477
desc,-1,False,33,0.15964722633361816
desc,-1,False,34,0.15630531311035156
desc,-1,False,35,0.15691184997558594
desc,-1,False,36,0.15842199325561523
desc,-1,False,37,0.15491700172424316
desc,-1,False,38,0.1552579402923584
desc,-1,False,39,0.15920615196228027
desc,-1,False,40,0.1590127944946289
desc,-1,False,41,0.1623246669769287
desc,-1,False,42,0.15705537796020508
desc,-1,False,43,0.15633392333984375
desc,-1,False,44,0.15732097625732422
desc,-1,False,45,0.1569678783416748
desc,-1,False,46,0.15753579139709473
desc,-1,False,47,0.16031360626220703
desc,-1,False,48,0.15430283546447754
desc,-1,False,49,0.1540510654449463
no_index,no_index,no_index,49,0.20328831672668457
no_index,no_index,no_index,49,0.19488883018493652
no_index,no_index,no_index,49,0.18329787254333496
no_index,no_index,no_index,49,0.18257999420166016
no_index,no_index,no_index,49,0.18652653694152832
no_index,no_index,no_index,49,0.1900639533996582
no_index,no_index,no_index,49,0.18266916275024414
no_index,no_index,no_index,49,0.17995119094848633
no_index,no_index,no_index,49,0.1916639804840088
no_index,no_index,no_index,49,0.18405842781066895
no_index,no_index,no_index,49,0.18802142143249512
no_index,no_index,no_index,49,0.17581558227539062
no_index,no_index,no_index,49,0.18769621849060059
no_index,no_index,no_index,49,0.18125414848327637
no_index,no_index,no_index,49,0.18497180938720703
no_index,no_index,no_index,49,0.18655848503112793
no_index,no_index,no_index,49,0.18607711791992188
no_index,no_index,no_index,49,0.17931771278381348
no_index,no_index,no_index,49,0.18110442161560059
no_index,no_index,no_index,49,0.1872878074645996
no_index,no_index,no_index,49,0.18454575538635254
no_index,no_index,no_index,49,0.18431305885314941
no_index,no_index,no_index,49,0.18115019798278809
no_index,no_index,no_index,49,0.18301606178283691
no_index,no_index,no_index,49,0.18745756149291992
no_index,no_index,no_index,49,0.19141316413879395
no_index,no_index,no_index,49,0.19369959831237793
no_index,no_index,no_index,49,0.1884746551513672
no_index,no_index,no_index,49,0.18134021759033203
no_index,no_index,no_index,49,0.18442702293395996
no_index,no_index,no_index,49,0.18405556678771973
no_index,no_index,no_index,49,0.1827867031097412
no_index,no_index,no_index,49,0.17462968826293945
no_index,no_index,no_index,49,0.18503689765930176
no_index,no_index,no_index,49,0.18349909782409668
no_index,no_index,no_index,49,0.18170762062072754
no_index,no_index,no_index,49,0.18517684936523438
no_index,no_index,no_index,49,0.18379950523376465
no_index,no_index,no_index,49,0.19814729690551758
no_index,no_index,no_index,49,0.2028961181640625
no_index,no_index,no_index,49,0.18203067779541016
no_index,no_index,no_index,49,0.18466639518737793
no_index,no_index,no_index,49,0.18164920806884766
no_index,no_index,no_index,49,0.1848621368408203
no_index,no_index,no_index,49,0.18152880668640137
no_index,no_index,no_index,49,0.18602681159973145
no_index,no_index,no_index,49,0.18235421180725098
no_index,no_index,no_index,49,0.1830272674560547
no_index,no_index,no_index,49,0.18245172500610352
no_index,no_index,no_index,49,0.1890873908996582
